"year","district","primary_type","arrests"
2004,14,"HOMICIDE",11
2019,14,"ARSON",1
2007,14,"PUBLIC INDECENCY",1
2010,14,"HOMICIDE",2
2009,14,"OFFENSE INVOLVING CHILDREN",28
2015,14,"WEAPONS VIOLATION",42
2008,25,"HOMICIDE",18
2009,14,"PROSTITUTION",146
2012,14,"SEX OFFENSE",6
2009,14,"ARSON",8
2011,14,"MOTOR VEHICLE THEFT",31
2017,14,"SEX OFFENSE",10
2017,14,"CRIMINAL DAMAGE",67
2004,14,"PUBLIC PEACE VIOLATION",72
2007,14,"OFFENSE INVOLVING CHILDREN",29
2019,14,"OBSCENITY",2
2013,14,"SEX OFFENSE",8
2014,14,"INTERFERENCE WITH PUBLIC OFFICER",17
2005,14,"INTERFERENCE WITH PUBLIC OFFICER",13
2015,14,"CRIMINAL TRESPASS",99
2017,14,"INTERFERENCE WITH PUBLIC OFFICER",8
2007,14,"HOMICIDE",5
2009,25,"HOMICIDE",12
2010,14,"SEX OFFENSE",19
2016,25,"CRIM SEXUAL ASSAULT",16
2005,14,"HOMICIDE",7
2004,14,"SEX OFFENSE",28
2008,14,"CRIM SEXUAL ASSAULT",14
2010,14,"OFFENSE INVOLVING CHILDREN",23
2016,14,"CRIM SEXUAL ASSAULT",2
2015,14,"CRIM SEXUAL ASSAULT",5
2011,14,"INTERFERENCE WITH PUBLIC OFFICER",22
2011,14,"THEFT",327
2015,14,"ASSAULT",89
2002,14,"HOMICIDE",9
2011,14,"WEAPONS VIOLATION",51
2018,14,"BURGLARY",29
2015,14,"INTERFERENCE WITH PUBLIC OFFICER",14
2009,14,"OBSCENITY",2
2015,14,"HOMICIDE",7
2013,14,"OFFENSE INVOLVING CHILDREN",17
2014,25,"GAMBLING",15
2014,14,"WEAPONS VIOLATION",27
2019,14,"PUBLIC PEACE VIOLATION",25
2012,14,"INTIMIDATION",3
2013,14,"STALKING",4
2014,14,"SEX OFFENSE",9
2012,14,"INTERFERENCE WITH PUBLIC OFFICER",38
2015,14,"OFFENSE INVOLVING CHILDREN",12
2012,14,"WEAPONS VIOLATION",56
2015,14,"ROBBERY",37
2008,14,"BURGLARY",77
2012,14,"BURGLARY",43
2014,14,"BURGLARY",25
2015,14,"BURGLARY",23
2011,14,"BURGLARY",40
2017,14,"BURGLARY",14
2018,14,"MOTOR VEHICLE THEFT",11
2019,14,"MOTOR VEHICLE THEFT",12
2015,11,"NARCOTICS",5668
2019,11,"NARCOTICS",4121
2019,11,"OTHER OFFENSE",220
2016,11,"NARCOTICS",3628
2017,11,"NARCOTICS",3397
2018,11,"OTHER OFFENSE",196
2018,11,"NARCOTICS",4053
2018,11,"INTERFERENCE WITH PUBLIC OFFICER",173
2018,11,"BATTERY",583
2019,11,"INTERFERENCE WITH PUBLIC OFFICER",164
2003,11,"GAMBLING",115
2003,11,"NARCOTICS",9562
2003,11,"BATTERY",1129
2003,11,"OTHER OFFENSE",395
2003,11,"ASSAULT",328
2003,11,"ROBBERY",82
2004,11,"NARCOTICS",9083
2005,11,"GAMBLING",124
2006,11,"NARCOTICS",8185
2006,11,"OTHER OFFENSE",166
2006,11,"CRIMINAL TRESPASS",307
2007,11,"GAMBLING",177
2007,11,"NARCOTICS",7395
2009,11,"NARCOTICS",5943
2010,11,"CRIMINAL TRESPASS",205
2010,11,"NARCOTICS",5858
2010,11,"INTERFERENCE WITH PUBLIC OFFICER",59
2011,11,"ARSON",6
2012,11,"GAMBLING",89
2012,12,"NARCOTICS",1072
2012,11,"OTHER OFFENSE",214
2013,11,"NARCOTICS",7233
2013,11,"BURGLARY",39
2013,11,"OTHER OFFENSE",281
2013,11,"INTERFERENCE WITH PUBLIC OFFICER",167
2015,11,"BATTERY",704
2017,11,"PUBLIC PEACE VIOLATION",121
2005,12,"OTHER OFFENSE",226
2005,11,"DECEPTIVE PRACTICE",152
2005,11,"OTHER OFFENSE",254
2007,11,"OFFENSE INVOLVING CHILDREN",38
2008,11,"OTHER OFFENSE",245
2008,11,"INTERFERENCE WITH PUBLIC OFFICER",33
2009,11,"PUBLIC PEACE VIOLATION",67
2009,11,"GAMBLING",191
2009,11,"SEX OFFENSE",14
2009,11,"OTHER OFFENSE",231
2009,11,"OFFENSE INVOLVING CHILDREN",27
2010,11,"OTHER OFFENSE",241
2011,11,"PUBLIC PEACE VIOLATION",81
2011,11,"CRIMINAL TRESPASS",239
2011,12,"PUBLIC PEACE VIOLATION",172
2012,11,"BATTERY",674
2013,11,"PUBLIC PEACE VIOLATION",122
2013,11,"WEAPONS VIOLATION",192
2015,12,"OTHER OFFENSE",127
2016,11,"INTERFERENCE WITH PUBLIC OFFICER",119
2018,11,"PUBLIC PEACE VIOLATION",138
2019,11,"BATTERY",582
2005,11,"CRIMINAL TRESPASS",551
2006,12,"NARCOTICS",2124
2007,12,"NARCOTICS",1960
2009,11,"CRIMINAL TRESPASS",215
2009,11,"ASSAULT",341
2009,11,"WEAPONS VIOLATION",248
2010,12,"NARCOTICS",1400
2011,11,"ROBBERY",75
2011,11,"GAMBLING",107
2011,25,"GAMBLING",28
2011,11,"BATTERY",836
2011,11,"OTHER OFFENSE",207
2012,11,"ASSAULT",269
2017,11,"OFFENSE INVOLVING CHILDREN",28
2017,11,"OTHER OFFENSE",291
2017,11,"INTERFERENCE WITH PUBLIC OFFICER",145
2017,11,"WEAPONS VIOLATION",383
2018,12,"GAMBLING",5
2018,11,"CRIMINAL TRESPASS",308
2004,11,"MOTOR VEHICLE THEFT",151
2005,11,"MOTOR VEHICLE THEFT",164
2005,11,"ROBBERY",79
2006,11,"ASSAULT",304
2006,11,"CRIM SEXUAL ASSAULT",10
2006,11,"GAMBLING",167
2008,11,"MOTOR VEHICLE THEFT",110
2008,11,"ROBBERY",88
2009,25,"INTIMIDATION",3
2009,12,"NARCOTICS",1345
2010,11,"GAMBLING",154
2012,11,"INTERFERENCE WITH PUBLIC OFFICER",98
2013,11,"GAMBLING",108
2014,11,"NARCOTICS",6801
2014,11,"DECEPTIVE PRACTICE",206
2014,12,"ASSAULT",158
2012,11,"OFFENSE INVOLVING CHILDREN",28
2015,11,"ASSAULT",284
2016,12,"BATTERY",344
2018,25,"LIQUOR LAW VIOLATION",5
2003,11,"DECEPTIVE PRACTICE",96
2004,11,"OFFENSE INVOLVING CHILDREN",39
2004,11,"DECEPTIVE PRACTICE",108
2006,11,"PROSTITUTION",1140
2007,11,"INTERFERENCE WITH PUBLIC OFFICER",56
2008,11,"GAMBLING",150
2010,11,"PUBLIC PEACE VIOLATION",66
2010,11,"BATTERY",842
2012,12,"GAMBLING",25
2013,11,"CRIMINAL TRESPASS",269
2013,11,"OFFENSE INVOLVING CHILDREN",27
2019,11,"PUBLIC PEACE VIOLATION",148
2015,11,"OTHER OFFENSE",413
2015,11,"WEAPONS VIOLATION",191
2017,11,"CRIMINAL TRESPASS",346
2003,11,"SEX OFFENSE",29
2006,12,"CRIMINAL TRESPASS",559
2009,11,"LIQUOR LAW VIOLATION",28
2010,11,"MOTOR VEHICLE THEFT",60
2017,12,"NARCOTICS",225
2017,11,"ASSAULT",248
2017,11,"BATTERY",642
2019,12,"OTHER OFFENSE",109
2003,11,"MOTOR VEHICLE THEFT",165
2004,11,"OTHER OFFENSE",212
2004,12,"OTHER OFFENSE",207
2006,11,"MOTOR VEHICLE THEFT",152
2006,12,"MOTOR VEHICLE THEFT",113
2007,11,"ASSAULT",293
2007,12,"OTHER OFFENSE",153
2007,11,"OTHER OFFENSE",225
2008,11,"PUBLIC PEACE VIOLATION",64
2008,14,"INTERFERENCE WITH PUBLIC OFFICER",21
2009,11,"DECEPTIVE PRACTICE",480
2010,12,"WEAPONS VIOLATION",76
2011,12,"NARCOTICS",1235
2011,12,"DECEPTIVE PRACTICE",80
2012,11,"PUBLIC PEACE VIOLATION",67
2019,11,"ASSAULT",192
2016,11,"OTHER OFFENSE",255
2016,11,"BATTERY",635
2019,12,"INTERFERENCE WITH PUBLIC OFFICER",47
2003,12,"ARSON",6
2003,11,"CRIMINAL TRESPASS",558
2003,11,"PUBLIC PEACE VIOLATION",50
2004,12,"NARCOTICS",2208
2005,12,"CRIMINAL TRESPASS",996
2006,11,"WEAPONS VIOLATION",212
2009,11,"CRIMINAL DAMAGE",123
2011,11,"ASSAULT",281
2012,11,"WEAPONS VIOLATION",214
2015,11,"PUBLIC PEACE VIOLATION",172
2019,11,"OBSCENITY",4
2004,11,"GAMBLING",127
2007,12,"MOTOR VEHICLE THEFT",95
2007,11,"LIQUOR LAW VIOLATION",20
2009,11,"THEFT",262
2010,11,"LIQUOR LAW VIOLATION",25
2011,11,"INTERFERENCE WITH PUBLIC OFFICER",94
2019,12,"BATTERY",383
2015,11,"GAMBLING",54
2015,11,"INTERFERENCE WITH PUBLIC OFFICER",177
2015,11,"CRIMINAL DAMAGE",107
2015,12,"CRIMINAL DAMAGE",58
2016,11,"ASSAULT",206
2012,11,"HOMICIDE",17
2004,11,"WEAPONS VIOLATION",242
2004,11,"CRIMINAL DAMAGE",222
2005,11,"PROSTITUTION",576
2005,11,"CRIMINAL DAMAGE",163
2005,12,"BATTERY",934
2009,11,"HOMICIDE",29
2007,11,"PUBLIC PEACE VIOLATION",51
2009,12,"CRIMINAL TRESPASS",354
2010,12,"BATTERY",701
2010,11,"ASSAULT",314
2011,12,"MOTOR VEHICLE THEFT",53
2011,14,"PROSTITUTION",51
2013,12,"BATTERY",455
2014,11,"INTERFERENCE WITH PUBLIC OFFICER",212
2016,11,"OFFENSE INVOLVING CHILDREN",23
2018,12,"NARCOTICS",255
2019,11,"WEAPONS VIOLATION",518
2003,11,"HOMICIDE",37
2005,11,"INTERFERENCE WITH PUBLIC OFFICER",34
2010,11,"OFFENSE INVOLVING CHILDREN",25
2012,11,"ROBBERY",82
2013,12,"ROBBERY",65
2014,11,"OTHER OFFENSE",361
2014,11,"PUBLIC PEACE VIOLATION",179
2016,11,"PUBLIC PEACE VIOLATION",135
2010,11,"HOMICIDE",19
2003,11,"OFFENSE INVOLVING CHILDREN",31
2006,11,"LIQUOR LAW VIOLATION",42
2008,11,"CRIMINAL TRESPASS",201
2008,11,"WEAPONS VIOLATION",213
2010,11,"DECEPTIVE PRACTICE",369
2015,12,"OFFENSE INVOLVING CHILDREN",8
2017,11,"MOTOR VEHICLE THEFT",62
2018,11,"DECEPTIVE PRACTICE",92
2006,11,"HOMICIDE",20
2005,12,"OFFENSE INVOLVING CHILDREN",21
2008,11,"LIQUOR LAW VIOLATION",20
2011,14,"ARSON",3
2009,12,"SEX OFFENSE",28
2006,11,"CRIMINAL DAMAGE",163
2015,11,"LIQUOR LAW VIOLATION",12
2016,12,"NARCOTICS",377
2014,11,"HOMICIDE",20
2002,14,"KIDNAPPING",2
2004,12,"BATTERY",1083
2019,11,"GAMBLING",37
2019,11,"LIQUOR LAW VIOLATION",10
2015,11,"DECEPTIVE PRACTICE",68
2016,11,"DECEPTIVE PRACTICE",63
2018,11,"GAMBLING",74
2003,11,"INTERFERENCE WITH PUBLIC OFFICER",29
2004,11,"CRIMINAL TRESPASS",603
2007,11,"CRIMINAL DAMAGE",160
2008,11,"OFFENSE INVOLVING CHILDREN",22
2019,11,"ROBBERY",40
2016,11,"CRIMINAL TRESPASS",205
2016,11,"ROBBERY",56
2017,14,"PUBLIC INDECENCY",1
2018,11,"ROBBERY",60
2016,11,"HOMICIDE",22
2004,11,"ARSON",9
2008,12,"ASSAULT",364
2008,12,"MOTOR VEHICLE THEFT",73
2011,11,"BURGLARY",50
2013,11,"LIQUOR LAW VIOLATION",13
2016,11,"CRIM SEXUAL ASSAULT",12
2010,25,"HOMICIDE",10
2004,11,"INTERFERENCE WITH PUBLIC OFFICER",47
2010,11,"CRIM SEXUAL ASSAULT",20
2015,12,"ROBBERY",57
2003,11,"LIQUOR LAW VIOLATION",32
2010,12,"CRIMINAL TRESPASS",307
2011,11,"DECEPTIVE PRACTICE",209
2012,25,"GAMBLING",31
2012,12,"BATTERY",523
2010,11,"KIDNAPPING",3
2013,11,"BATTERY",722
2015,11,"OFFENSE INVOLVING CHILDREN",35
2018,11,"OFFENSE INVOLVING CHILDREN",22
2017,11,"GAMBLING",76
2018,11,"WEAPONS VIOLATION",497
2007,11,"HOMICIDE",22
2013,11,"HOMICIDE",14
2006,12,"PROSTITUTION",618
2011,11,"WEAPONS VIOLATION",183
2012,11,"SEX OFFENSE",10
2003,11,"WEAPONS VIOLATION",339
2005,11,"OBSCENITY",2
2007,12,"ROBBERY",72
2009,11,"INTERFERENCE WITH PUBLIC OFFICER",46
2010,11,"WEAPONS VIOLATION",212
2012,11,"CRIM SEXUAL ASSAULT",16
2013,12,"CRIMINAL TRESPASS",272
2014,11,"CRIMINAL DAMAGE",105
2014,11,"ASSAULT",245
2013,11,"ASSAULT",230
2019,11,"OFFENSE INVOLVING CHILDREN",17
2004,12,"CRIMINAL TRESPASS",1035
2013,11,"DECEPTIVE PRACTICE",359
2003,12,"NARCOTICS",2205
2004,11,"ROBBERY",75
2005,12,"MOTOR VEHICLE THEFT",103
2006,11,"INTERFERENCE WITH PUBLIC OFFICER",42
2007,11,"DECEPTIVE PRACTICE",235
2008,12,"OTHER OFFENSE",141
2008,11,"BURGLARY",67
2008,11,"DECEPTIVE PRACTICE",406
2011,11,"HOMICIDE",19
2009,11,"PROSTITUTION",369
2010,14,"GAMBLING",5
2012,11,"CRIMINAL TRESPASS",206
2015,11,"CRIMINAL TRESPASS",196
2017,11,"THEFT",116
2010,11,"PROSTITUTION",307
2003,14,"ARSON",5
2006,11,"OFFENSE INVOLVING CHILDREN",29
2013,11,"CRIM SEXUAL ASSAULT",13
2014,11,"BATTERY",710
2004,11,"CRIM SEXUAL ASSAULT",22
2008,12,"INTERFERENCE WITH PUBLIC OFFICER",19
2019,11,"CRIMINAL DAMAGE",93
2011,12,"CRIM SEXUAL ASSAULT",8
2019,12,"NARCOTICS",330
2016,25,"SEX OFFENSE",9
2017,25,"CRIM SEXUAL ASSAULT",8
2018,12,"LIQUOR LAW VIOLATION",23
2005,14,"GAMBLING",5
2010,11,"ROBBERY",67
2013,11,"MOTOR VEHICLE THEFT",73
2007,11,"WEAPONS VIOLATION",186
2011,12,"ASSAULT",223
2013,11,"CRIMINAL DAMAGE",107
2015,12,"BATTERY",413
2016,11,"MOTOR VEHICLE THEFT",98
2018,14,"OFFENSE INVOLVING CHILDREN",3
2006,25,"INTIMIDATION",2
2011,12,"INTERFERENCE WITH PUBLIC OFFICER",20
2006,12,"GAMBLING",51
2006,11,"PUBLIC PEACE VIOLATION",53
2006,12,"LIQUOR LAW VIOLATION",91
2012,11,"LIQUOR LAW VIOLATION",15
2012,11,"MOTOR VEHICLE THEFT",87
2017,11,"OBSCENITY",2
2005,11,"OFFENSE INVOLVING CHILDREN",27
2008,12,"HOMICIDE",14
2006,11,"SEX OFFENSE",18
2009,12,"ASSAULT",284
2007,11,"MOTOR VEHICLE THEFT",121
2011,11,"LIQUOR LAW VIOLATION",35
2011,11,"CRIMINAL DAMAGE",136
2005,12,"NARCOTICS",2062
2006,12,"ASSAULT",309
2009,11,"INTIMIDATION",1
2019,11,"DECEPTIVE PRACTICE",116
2019,11,"SEX OFFENSE",8
2016,11,"WEAPONS VIOLATION",303
2013,11,"SEX OFFENSE",12
2004,11,"PUBLIC PEACE VIOLATION",41
2008,12,"ROBBERY",73
2011,11,"CRIM SEXUAL ASSAULT",16
2003,11,"CRIMINAL DAMAGE",161
2004,11,"SEX OFFENSE",20
2006,11,"ROBBERY",91
2013,12,"NARCOTICS",925
2019,12,"PUBLIC PEACE VIOLATION",31
2014,11,"GAMBLING",85
2014,11,"BURGLARY",28
2016,11,"PUBLIC INDECENCY",2
2018,11,"CRIM SEXUAL ASSAULT",9
2003,12,"MOTOR VEHICLE THEFT",178
2003,12,"BATTERY",1049
2005,11,"CRIM SEXUAL ASSAULT",11
2010,11,"THEFT",280
2013,12,"ASSAULT",171
2015,12,"DECEPTIVE PRACTICE",38
2014,11,"CRIMINAL TRESPASS",218
2005,25,"INTIMIDATION",4
2005,12,"DECEPTIVE PRACTICE",160
2012,11,"PROSTITUTION",527
2018,11,"ASSAULT",211
2006,11,"DECEPTIVE PRACTICE",274
2010,11,"ARSON",5
2014,12,"BATTERY",423
2017,25,"STALKING",1
2018,12,"BATTERY",401
2018,11,"SEX OFFENSE",12
2015,11,"HOMICIDE",19
2004,14,"GAMBLING",16
2008,11,"CRIM SEXUAL ASSAULT",16
2014,12,"NARCOTICS",616
2014,11,"LIQUOR LAW VIOLATION",15
2014,11,"OFFENSE INVOLVING CHILDREN",34
2014,11,"MOTOR VEHICLE THEFT",58
2015,25,"STALKING",3
2014,11,"SEX OFFENSE",9
2011,11,"OFFENSE INVOLVING CHILDREN",31
2014,11,"WEAPONS VIOLATION",173
2011,25,"HOMICIDE",10
2007,12,"GAMBLING",47
2013,12,"LIQUOR LAW VIOLATION",37
2015,11,"MOTOR VEHICLE THEFT",74
2009,25,"OTHER NARCOTIC VIOLATION",1
2010,12,"OTHER OFFENSE",167
2014,12,"OTHER OFFENSE",79
2015,12,"NARCOTICS",586
2015,14,"LIQUOR LAW VIOLATION",20
2015,11,"BURGLARY",13
2003,11,"CRIM SEXUAL ASSAULT",17
2004,11,"KIDNAPPING",2
2005,25,"KIDNAPPING",6
2012,14,"OFFENSE INVOLVING CHILDREN",20
2014,12,"ARSON",3
2013,11,"ROBBERY",71
2014,11,"ROBBERY",48
2015,11,"ROBBERY",73
2007,11,"ROBBERY",67
2016,12,"ROBBERY",60
2017,11,"ROBBERY",46
2008,12,"BATTERY",915
2006,12,"BATTERY",883
2010,12,"ASSAULT",248
2012,12,"ASSAULT",193
2004,12,"ASSAULT",368
2017,12,"ASSAULT",131
2003,12,"ASSAULT",390
2019,12,"ASSAULT",176
2015,12,"ASSAULT",133
2007,12,"ASSAULT",344
2018,12,"ASSAULT",122
2012,11,"BURGLARY",34
2018,11,"BURGLARY",30
2012,12,"BURGLARY",69
2007,11,"BURGLARY",67
2009,12,"BURGLARY",63
2004,12,"BURGLARY",78
2005,11,"BURGLARY",53
2006,11,"BURGLARY",69
2017,11,"BURGLARY",22
2004,11,"BURGLARY",48
2011,12,"BURGLARY",86
2018,12,"BURGLARY",69
2009,11,"BURGLARY",62
2007,12,"BURGLARY",109
2011,12,"THEFT",429
2019,11,"THEFT",106
2008,11,"THEFT",304
2012,11,"THEFT",215
2006,11,"THEFT",382
2011,11,"THEFT",208
2004,12,"THEFT",714
2005,12,"THEFT",540
2015,11,"THEFT",146
2004,11,"THEFT",375
2003,11,"THEFT",392
2003,12,"THEFT",821
2018,11,"THEFT",140
2005,11,"THEFT",375
2013,11,"THEFT",169
2007,11,"THEFT",356
2016,11,"THEFT",98
2019,12,"THEFT",348
2006,12,"THEFT",440
2016,12,"THEFT",350
2014,11,"THEFT",183
2013,12,"THEFT",430
2012,12,"THEFT",399
2014,12,"THEFT",362
2010,12,"THEFT",417
2018,12,"THEFT",356
2009,12,"THEFT",506
2004,12,"MOTOR VEHICLE THEFT",158
2017,12,"MOTOR VEHICLE THEFT",60
2011,11,"MOTOR VEHICLE THEFT",85
2013,12,"MOTOR VEHICLE THEFT",51
2019,12,"CRIMINAL DAMAGE",70
2005,12,"CRIMINAL DAMAGE",225
2008,11,"CRIMINAL DAMAGE",159
2012,11,"CRIMINAL DAMAGE",115
2017,11,"CRIMINAL DAMAGE",119
2010,11,"CRIMINAL DAMAGE",107
2016,11,"CRIMINAL DAMAGE",106
2004,12,"CRIMINAL DAMAGE",252
2018,11,"CRIMINAL DAMAGE",105
2003,12,"CRIMINAL DAMAGE",282
2011,12,"CRIMINAL DAMAGE",151
2017,12,"CRIMINAL DAMAGE",61
2010,12,"CRIMINAL DAMAGE",138
2006,12,"CRIMINAL DAMAGE",210
2018,12,"CRIMINAL DAMAGE",46
2014,12,"CRIMINAL DAMAGE",103
2003,12,"CRIMINAL TRESPASS",898
2019,11,"CRIMINAL TRESPASS",205
2019,12,"CRIMINAL TRESPASS",238
2007,12,"CRIMINAL TRESPASS",498
2015,12,"CRIMINAL TRESPASS",177
2018,12,"CRIMINAL TRESPASS",160
2014,12,"CRIMINAL TRESPASS",246
2008,12,"CRIMINAL TRESPASS",400
2016,12,"WEAPONS VIOLATION",53
2006,12,"WEAPONS VIOLATION",112
2013,12,"WEAPONS VIOLATION",68
2017,12,"WEAPONS VIOLATION",96
2019,12,"WEAPONS VIOLATION",113
2015,12,"WEAPONS VIOLATION",67
2003,12,"WEAPONS VIOLATION",173
2008,12,"WEAPONS VIOLATION",100
2004,12,"WEAPONS VIOLATION",154
2008,11,"PROSTITUTION",926
2011,11,"PROSTITUTION",407
2015,11,"PROSTITUTION",535
2004,11,"PROSTITUTION",763
2012,10,"PROSTITUTION",40
2007,11,"PROSTITUTION",890
2003,11,"PROSTITUTION",582
2013,10,"PROSTITUTION",65
2014,11,"PROSTITUTION",542
2009,12,"OTHER OFFENSE",162
2018,12,"OTHER OFFENSE",106
2003,12,"CRIM SEXUAL ASSAULT",8
2005,12,"PUBLIC PEACE VIOLATION",67
2005,12,"PROSTITUTION",421
2009,12,"MOTOR VEHICLE THEFT",55
2016,12,"CRIMINAL TRESPASS",139
2003,12,"OFFENSE INVOLVING CHILDREN",30
2006,12,"ROBBERY",75
2011,12,"LIQUOR LAW VIOLATION",53
2015,12,"PUBLIC PEACE VIOLATION",76
2016,12,"PROSTITUTION",5
2017,12,"BATTERY",339
2017,12,"OTHER OFFENSE",71
2017,12,"BURGLARY",77
2003,12,"HOMICIDE",22
2004,12,"OFFENSE INVOLVING CHILDREN",22
2006,12,"PUBLIC PEACE VIOLATION",86
2006,12,"OTHER OFFENSE",145
2007,12,"THEFT",438
2007,12,"DECEPTIVE PRACTICE",117
2008,12,"PUBLIC PEACE VIOLATION",131
2016,12,"ASSAULT",108
2003,12,"DECEPTIVE PRACTICE",197
2003,12,"LIQUOR LAW VIOLATION",128
2004,12,"PUBLIC PEACE VIOLATION",52
2006,14,"CRIM SEXUAL ASSAULT",11
2006,12,"DECEPTIVE PRACTICE",116
2009,12,"CRIMINAL DAMAGE",159
2009,12,"DECEPTIVE PRACTICE",105
2010,12,"MOTOR VEHICLE THEFT",44
2010,14,"PROSTITUTION",98
2012,12,"DECEPTIVE PRACTICE",81
2014,12,"PROSTITUTION",59
2003,12,"OTHER OFFENSE",345
2010,12,"SEX OFFENSE",12
2012,12,"CRIMINAL TRESPASS",284
2012,12,"OTHER OFFENSE",135
2004,12,"DECEPTIVE PRACTICE",201
2012,12,"WEAPONS VIOLATION",71
2019,12,"CONCEALED CARRY LICENSE VIOLATION",3
2009,12,"ARSON",3
2016,12,"INTERFERENCE WITH PUBLIC OFFICER",18
2004,12,"GAMBLING",28
2007,12,"WEAPONS VIOLATION",113
2010,12,"GAMBLING",21
2008,12,"LIQUOR LAW VIOLATION",59
2005,12,"INTERFERENCE WITH PUBLIC OFFICER",21
2010,12,"OBSCENITY",4
2013,12,"DECEPTIVE PRACTICE",87
2014,12,"LIQUOR LAW VIOLATION",22
2019,14,"PROSTITUTION",4
2016,12,"OTHER OFFENSE",69
2016,12,"STALKING",2
2003,12,"GAMBLING",28
2004,12,"ROBBERY",98
2007,12,"SEX OFFENSE",28
2007,14,"GAMBLING",5
2007,12,"LIQUOR LAW VIOLATION",73
2018,12,"DECEPTIVE PRACTICE",31
2005,12,"ASSAULT",366
2007,12,"INTERFERENCE WITH PUBLIC OFFICER",25
2008,12,"CRIMINAL DAMAGE",236
2009,14,"OTHER NARCOTIC VIOLATION",2
2010,12,"PUBLIC PEACE VIOLATION",194
2011,12,"PROSTITUTION",63
2013,12,"OTHER OFFENSE",112
2017,12,"PROSTITUTION",6
2018,12,"PROSTITUTION",5
2009,12,"PUBLIC PEACE VIOLATION",136
2010,12,"DECEPTIVE PRACTICE",66
2012,12,"LIQUOR LAW VIOLATION",43
2017,12,"DECEPTIVE PRACTICE",42
2008,14,"OTHER NARCOTIC VIOLATION",5
2012,14,"ARSON",2
2013,12,"PUBLIC PEACE VIOLATION",132
2016,12,"PUBLIC PEACE VIOLATION",42
2005,12,"ROBBERY",78
2010,12,"OFFENSE INVOLVING CHILDREN",13
2012,12,"MOTOR VEHICLE THEFT",54
2012,12,"CRIM SEXUAL ASSAULT",9
2013,12,"CRIMINAL DAMAGE",74
2016,12,"DECEPTIVE PRACTICE",28
2005,12,"WEAPONS VIOLATION",141
2017,12,"ARSON",1
2004,12,"SEX OFFENSE",24
2005,12,"GAMBLING",17
2005,12,"LIQUOR LAW VIOLATION",63
2007,12,"INTIMIDATION",5
2006,12,"STALKING",2
2019,12,"HOMICIDE",6
2009,12,"LIQUOR LAW VIOLATION",40
2011,14,"SEX OFFENSE",14
2004,12,"LIQUOR LAW VIOLATION",65
2006,12,"BURGLARY",75
2012,12,"INTERFERENCE WITH PUBLIC OFFICER",33
2017,12,"INTERFERENCE WITH PUBLIC OFFICER",16
2004,12,"KIDNAPPING",4
2009,12,"HOMICIDE",8
2011,14,"GAMBLING",6
2012,12,"CRIMINAL DAMAGE",108
2013,12,"PROSTITUTION",70
2010,14,"CRIM SEXUAL ASSAULT",8
2018,12,"ROBBERY",55
2019,12,"BURGLARY",31
2005,12,"SEX OFFENSE",31
2006,12,"INTERFERENCE WITH PUBLIC OFFICER",15
2013,12,"INTERFERENCE WITH PUBLIC OFFICER",29
2004,12,"HOMICIDE",13
2005,12,"HOMICIDE",7
2008,12,"INTIMIDATION",4
2006,12,"OFFENSE INVOLVING CHILDREN",24
2003,12,"PUBLIC PEACE VIOLATION",41
2006,12,"SEX OFFENSE",21
2008,12,"SEX OFFENSE",20
2010,12,"ROBBERY",56
2012,12,"SEX OFFENSE",10
2014,12,"DECEPTIVE PRACTICE",76
2018,12,"WEAPONS VIOLATION",69
2006,14,"GAMBLING",14
2014,14,"HOMICIDE",2
2002,12,"ARSON",9
2018,12,"HOMICIDE",2
2003,12,"OBSCENITY",2
2008,12,"PROSTITUTION",409
2016,12,"OBSCENITY",3
2018,12,"MOTOR VEHICLE THEFT",35
2003,12,"INTERFERENCE WITH PUBLIC OFFICER",13
2007,12,"STALKING",1
2017,12,"ROBBERY",49
2018,12,"STALKING",2
2004,12,"PUBLIC INDECENCY",2
2016,14,"SEX OFFENSE",6
2017,12,"HOMICIDE",10
2016,12,"LIQUOR LAW VIOLATION",17
2019,14,"SEX OFFENSE",3
2003,12,"ROBBERY",92
2004,12,"PROSTITUTION",470
2015,12,"INTERFERENCE WITH PUBLIC OFFICER",13
2012,12,"PUBLIC PEACE VIOLATION",162
2006,12,"CRIM SEXUAL ASSAULT",9
2010,12,"INTERFERENCE WITH PUBLIC OFFICER",18
2015,12,"PROSTITUTION",24
2005,12,"BURGLARY",75
2009,12,"PROSTITUTION",137
2014,12,"OFFENSE INVOLVING CHILDREN",19
2014,12,"PUBLIC PEACE VIOLATION",78
2014,12,"MOTOR VEHICLE THEFT",35
2002,12,"INTIMIDATION",4
2005,14,"INTIMIDATION",1
2014,14,"PROSTITUTION",10
2009,12,"ROBBERY",59
2012,12,"ROBBERY",66
2019,12,"ROBBERY",65
2014,12,"ROBBERY",46
2014,12,"BURGLARY",47
2016,12,"BURGLARY",47
2003,12,"BURGLARY",88
2015,12,"BURGLARY",49
2013,12,"BURGLARY",61
2008,12,"BURGLARY",71
2015,12,"THEFT",326
2008,12,"THEFT",513
2017,12,"THEFT",289
2019,12,"MOTOR VEHICLE THEFT",26
2016,12,"MOTOR VEHICLE THEFT",51
2015,12,"MOTOR VEHICLE THEFT",56
2008,NA,"MOTOR VEHICLE THEFT",2
2016,12,"CRIMINAL DAMAGE",54
2017,12,"CRIMINAL TRESPASS",142
2014,12,"WEAPONS VIOLATION",46
